Company Name,Model Name,Mobile Weight,RAM,Front Camera,Back Camera,Processor,Battery Capacity,Screen Size,Launched Price (Pakistan),Launched Price (India),Launched Price (China),Launched Price (USA),Launched Price (Dubai),Launched Year
Apple,iPhone 96GB,174,16,12MP,48MP,Apple A15,6851,6.1 inches,313549,111482,8080,1112,3900,2024
Apple,iPhone 16GB,174,16,12MP,48MP,Exynos,6140,6.7 inches,277462,98653,7150,984,3451,2023
Apple,Pad 27GB,510,6,8MP,13MP,Apple A16,4217,7.8 inches,67145,36416,2502,317,1136,2024
Apple,iPhone 31GB,174,8,12MP,48MP,MediaTek,5923,10.4 inches,270448,96158,6969,959,3364,2022
Apple,iPhone 67GB,174,16,12MP,48MP,Apple A12,7748,6.5 inches,298769,106228,7699,1060,3716,2023
Apple,iPhone 87GB,174,4,12MP,48MP,Dimensity,4353,10.4 inches,257991,91729,6648,915,3208,2023
Apple,Find 36GB,239,6,32MP,48MP + 64MP + 48MP,Apple A17,6719,6.5 inches,399786,213218,13323,1864,6927,2023
Apple,iPhone 5GB,174,4,12MP,48MP,Unisoc,7469,6.1 inches,335255,119200,8639,1189,4170,2021
Apple,iPhone 50GB,174,6,12MP,48MP,MediaTek Dimensity,4358,6.7 inches,327962,116607,8452,1163,4079,2022
Apple,Pad 97GB,510,12,8MP,13MP,Apple A13,7637,12.9 inches,85035,46120,3169,401,1439,2021
Apple,iPhone 8GB,174,4,12MP,48MP,Qualcomm MSM8916,5472,7.8 inches,327567,116467,8442,1162,4074,2025
Apple,iPhone 92GB,174,8,12MP,48MP,Kirin,3003,12.9 inches,334184,118820,8612,1185,4156,2025
Apple,Pad 47GB,510,4,8MP,13MP,Apple A14,7749,10.4 inches,76839,41674,2863,362,1300,2024
Apple,iPhone 75GB,174,4,12MP,48MP,MediaTek Dimensity,5635,6.7 inches,329919,117302,8502,1171,4104,2022
Apple,iPhone 64GB,174,16,12MP,48MP,Google Tensor,6850,6.1 inches,266315,94689,6862,945,3312,2024
Apple,iPhone 15GB,174,16,12MP,48MP,Qualcomm MSM8916,5035,10.4 inches,317822,113002,8191,1128,3953,2022
Apple,iPhone 38GB,174,6,12MP,48MP,MediaTek,5349,6.7 inches,328637,116847,8469,1166,4087,2023
Apple,iPhone 89GB,174,4,12MP,48MP,Unisoc,4639,7.0 inches,330415,117479,8515,1172,4109,2022
Apple,iPhone 25GB,174,12,12MP,48MP,Qualcomm MSM8916,7805,7.8 inches,280423,99704,7226,995,3487,2020
Apple,iPhone 26GB,174,12,12MP,48MP,Qualcomm MSM8916,6120,12.9 inches,332957,118383,8581,1181,4141,2020
Apple,iPhone 83GB,174,16,12MP,48MP,MediaTek Helio,6376,7.8 inches,290046,103126,7475,1029,3607,2024
Apple,iPhone 1GB,174,8,12MP,48MP,Dimensity,6057,6.5 inches,287300,102150,7403,1019,3573,2025
Apple,iPhone 51GB,174,12,12MP,48MP,MediaTek Helio,6335,7.8 inches,281381,100045,7251,998,3499,2022
Apple,iPhone 34GB,174,12,12MP,48MP,Exynos,7064,12.9 inches,322314,114598,8307,1144,4009,2023
Apple,iPhone 46GB,174,8,12MP,48MP,MediaTek Dimensity,6983,7.0 inches,307247,109241,7918,1090,3822,2023
Apple,iPhone 2GB,174,8,12MP,48MP,Qualcomm MSM8916,7566,12.9 inches,321513,114314,8286,1141,3998,2023
Apple,iPhone 59GB,174,4,12MP,48MP,Spreadtrum,6953,6.7 inches,272199,96781,7014,965,3385,2020
Apple,iPhone 54GB,174,8,12MP,48MP,Google Tensor,6776,6.7 inches,301549,107216,7771,1069,3750,2024
Apple,iPhone 22GB,174,16,12MP,48MP,Qualcomm MSM8916,4785,7.0 inches,262840,93453,6774,932,3269,2023
Apple,iPhone 19GB,174,16,12MP,48MP,Dimensity,6115,6.7 inches,333047,118415,8582,1181,4143,2022
Apple,iPhone 10GB,174,4,12MP,48MP,Unisoc,6990,6.5 inches,290147,103162,7477,1029,3608,2024
Apple,iPhone 39GB,174,8,12MP,48MP,Apple A18,7497,6.7 inches,305181,108508,7865,1082,3796,2021
Apple,iPhone 99GB,174,12,12MP,48MP,Dimensity,3130,7.8 inches,278447,99002,7176,988,3463,2022
Apple,iPhone 39GB,174,4,12MP,48MP,Dimensity,6587,7.8 inches,276593,98343,7127,981,3439,2025
Apple,Find 62GB,239,16,32MP,48MP + 64MP + 48MP,Apple A15,7843,6.1 inches,446635,238204,14886,2082,7740,2023
Apple,iPhone 68GB,174,6,12MP,48MP,MediaTek Helio,7388,6.1 inches,328504,116801,8465,1166,4085,2020
Apple,iPhone 20GB,174,16,12MP,48MP,Dimensity,3884,6.7 inches,259182,92153,6679,919,3224,2024
Apple,Find 50GB,239,6,32MP,48MP + 64MP + 48MP,Apple A18 pro,5109,6.1 inches,426949,227705,14229,1990,7398,2022
Apple,iPhone 5GB,174,6,12MP,48MP,MediaTek Dimensity,3913,10.4 inches,267944,95267,6905,950,3333,2024
Apple,iPhone 40GB,174,6,12MP,48MP,Qualcomm MSM8916,6930,7.8 inches,313023,111295,8066,1111,3893,2024
Apple,iPhone 40GB,174,12,12MP,48MP,Unisoc,4704,7.8 inches,269568,95845,6947,956,3352,2022
Apple,iPhone 2GB,174,16,12MP,48MP,Snapdragon,5012,7.0 inches,273811,97353,7056,971,3406,2021
Apple,iPhone 14GB,174,16,12MP,48MP,Google Tensor,7811,7.0 inches,260037,92457,6701,923,3234,2022
Apple,iPhone 98GB,174,16,12MP,48MP,Kirin,3515,6.1 inches,288232,102481,7428,1023,3585,2022
Apple,iPhone 15GB,174,6,12MP,48MP,MediaTek Helio,3105,12.9 inches,257799,91660,6644,915,3205,2023
Apple,iPhone 62GB,174,12,12MP,48MP,Dimensity,7206,6.7 inches,327143,116316,8430,1160,4069,2022
Apple,iPhone 22GB,174,6,12MP,48MP,Qualcomm MSM8916,3894,6.7 inches,263014,93515,6778,933,3270,2020
Apple,iPhone 12GB,174,12,12MP,48MP,Qualcomm Snapdragon,5956,6.1 inches,302654,107608,7800,1073,3764,2024
Apple,iPhone 45GB,174,16,12MP,48MP,Apple A11,6702,7.8 inches,262809,93442,6773,932,3268,2022
Apple,iPhone 36GB,174,6,12MP,48MP,Spreadtrum,7850,6.7 inches,328682,116863,8470,1166,4088,2021
Apple,iPhone 67GB,174,6,12MP,48MP,Qualcomm MSM8916,5891,10.4 inches,286432,101842,7381,1016,3562,2020
Apple,iPhone 1GB,174,4,12MP,48MP,Spreadtrum,3575,10.4 inches,281911,100233,7265,1001,3506,2023
Apple,iPhone 61GB,174,12,12MP,48MP,MediaTek Helio,6953,10.4 inches,259413,92235,6685,920,3226,2021
Apple,iPhone 98GB,174,4,12MP,48MP,Unisoc,6868,6.1 inches,291519,103650,7512,1034,3625,2022
Apple,iPhone 23GB,174,16,12MP,48MP,MediaTek Helio,7403,6.5 inches,312934,111264,8065,1110,3892,2021
Apple,iPhone 76GB,174,8,12MP,48MP,Unisoc,4863,6.1 inches,329236,117061,8485,1168,4095,2025
Apple,iPhone 64GB,174,4,12MP,48MP,Spreadtrum,6232,6.1 inches,325031,115564,8375,1153,4043,2020
Apple,iPhone 28GB,174,16,12MP,48MP,Spreadtrum,4177,6.1 inches,261697,93046,6744,928,3255,2023
Apple,iPhone 30GB,174,6,12MP,48MP,Apple A15,7097,6.1 inches,284911,101301,7342,1011,3543,2024
Apple,iPhone 60GB,174,6,12MP,48MP,MediaTek Helio,3145,6.7 inches,261760,93069,6745,929,3255,2023
Apple,iPhone 32GB,174,16,12MP,48MP,Spreadtrum,7131,7.8 inches,300900,106984,7754,1067,3742,2020
Apple,iPhone 72GB,174,4,12MP,48MP,Qualcomm Snapdragon,4012,7.0 inches,262602,93368,6767,932,3265,2025
Apple,iPhone 7GB,174,12,12MP,48MP,Spreadtrum,3072,12.9 inches,250632,89112,6458,889,3117,2024
Apple,iPhone 7GB,174,12,12MP,48MP,Snapdragon,3608,7.0 inches,336082,119494,8661,1193,4180,2023
Apple,iPhone 99GB,174,4,12MP,48MP,Dimensity,6804,7.0 inches,288939,102732,7446,1025,3593,2024
Apple,iPhone 59GB,174,4,12MP,48MP,Apple A18 pro,3078,6.1 inches,288164,102456,7426,1023,3584,2023
Apple,iPhone 2GB,174,16,12MP,48MP,MediaTek Helio,4716,12.9 inches,262368,93285,6761,930,3263,2023
Apple,iPhone 89GB,174,12,12MP,48MP,Qualcomm Snapdragon,6868,7.8 inches,258095,91765,6650,916,3209,2021
Apple,iPhone 45GB,174,12,12MP,48MP,Spreadtrum,7278,6.1 inches,256397,91162,6607,910,3188,2020
Apple,iPhone 75GB,174,4,12MP,48MP,Exynos,7697,7.8 inches,298249,106043,7686,1058,3710,2020
Apple,iPhone 14GB,174,6,12MP,48MP,Unisoc,6471,10.4 inches,322753,114754,8317,1145,4014,2021
Apple,iPhone 63GB,174,4,12MP,48MP,Apple A16,5079,12.9 inches,263075,93537,6779,933,3272,2024
Apple,iPhone 86GB,174,16,12MP,48MP,Snapdragon,4749,7.0 inches,271042,96369,6984,962,3370,2023
Apple,iPhone 44GB,174,4,12MP,48MP,Exynos,4577,7.0 inches,257878,91689,6645,915,3207,2022
Apple,iPhone 2GB,174,8,12MP,48MP,Spreadtrum,5924,6.7 inches,272922,97037,7033,968,3394,2022
Apple,iPhone 19GB,174,4,12MP,48MP,Snapdragon,6958,6.1 inches,334978,119102,8633,1189,4166,2024
Apple,iPhone 5GB,174,8,12MP,48MP,Kirin,6547,7.8 inches,320495,113952,8260,1137,3985,2020
Apple,iPhone 3GB,174,12,12MP,48MP,Apple A11,7571,10.4 inches,270064,96021,6960,958,3359,2021
Apple,iPhone 33GB,174,16,12MP,48MP,Google Tensor,4698,7.0 inches,279155,99253,7194,990,3472,2021
Apple,iPhone 75GB,174,4,12MP,48MP,MediaTek Helio,5326,10.4 inches,322459,114650,8310,1144,4010,2020
Apple,iPhone 28GB,174,4,12MP,48MP,Dimensity,7219,6.1 inches,309535,110055,7976,1098,3850,2022
Apple,iPhone 87GB,174,4,12MP,48MP,Qualcomm MSM8916,7178,10.4 inches,321107,114169,8275,1140,3993,2022
Apple,iPhone 85GB,174,16,12MP,48MP,Qualcomm MSM8916,4348,7.0 inches,301184,107086,7762,1068,3746,2024
Apple,iPhone 34GB,174,8,12MP,48MP,MediaTek,5998,6.1 inches,272223,96790,7016,965,3385,2020
Apple,iPhone 25GB,174,6,12MP,48MP,MediaTek,4936,7.8 inches,301629,107244,7774,1069,3751,2023
Apple,iPhone 65GB,174,4,12MP,48MP,Qualcomm MSM8916,5140,7.8 inches,303249,107820,7815,1076,3771,2020
Apple,iPhone 84GB,174,4,12MP,48MP,Spreadtrum,7796,10.4 inches,249295,88637,6424,884,3100,2020
Apple,iPhone 97GB,174,6,12MP,48MP,MediaTek,3340,7.8 inches,267797,95215,6901,950,3330,2020
Apple,iPhone 9GB,174,16,12MP,48MP,Qualcomm Snapdragon,7912,6.1 inches,258612,91950,6665,917,3216,2020
Apple,Find 45GB,239,4,32MP,48MP + 64MP + 48MP,Apple A14,6239,7.0 inches,379587,202446,12651,1769,6578,2022
Apple,iPhone 70GB,174,8,12MP,48MP,MediaTek Dimensity,7724,6.5 inches,254454,90470,6557,903,3164,2024
Apple,iPhone 2GB,174,4,12MP,48MP,Dimensity,7008,10.4 inches,274513,97604,7074,973,3413,2023
Apple,Find 33GB,239,6,32MP,48MP + 64MP + 48MP,Apple A12 Z,5980,12.9 inches,336737,179592,11222,1569,5834,2023
Apple,iPhone 56GB,174,12,12MP,48MP,Unisoc,7928,12.9 inches,263308,93619,6786,934,3274,2023
Apple,iPhone 64GB,174,8,12MP,48MP,Spreadtrum,4257,6.7 inches,276107,98170,7116,980,3434,2021
Apple,iPhone 51GB,174,12,12MP,48MP,Qualcomm MSM8916,3902,7.8 inches,266215,94653,6860,945,3311,2022
Apple,iPhone 42GB,174,16,12MP,48MP,Google Tensor,4999,7.0 inches,277880,98800,7161,986,3456,2021
Apple,iPhone 23GB,174,4,12MP,48MP,MediaTek Helio,7897,10.4 inches,284385,101114,7329,1008,3537,2025
Apple,iPhone 75GB,174,8,12MP,48MP,MediaTek Helio,6655,6.7 inches,319545,113614,8235,1133,3974,2025
Apple,iPhone 66GB,174,6,12MP,48MP,Spreadtrum,4497,7.8 inches,324386,115336,8360,1151,4035,2023
Apple,iPhone 55GB,174,8,12MP,48MP,Qualcomm Snapdragon,6701,7.8 inches,322528,114675,8312,1145,4011,2024
Apple,iPhone 53GB,174,12,12MP,48MP,Spreadtrum,4228,6.7 inches,283849,100922,7315,1007,3530,2021
Apple,iPhone 82GB,174,6,12MP,48MP,MediaTek,4264,6.5 inches,252734,89859,6513,897,3143,2024
Apple,iPhone 81GB,174,6,12MP,48MP,Exynos,5437,7.8 inches,313636,111514,8083,1112,3901,2023
Apple,iPhone 86GB,174,4,12MP,48MP,MediaTek,6171,7.8 inches,251776,89519,6488,893,3131,2024
Apple,iPhone 53GB,174,12,12MP,48MP,Apple A15,5100,6.5 inches,269848,95945,6953,958,3356,2025
Apple,iPhone 81GB,174,12,12MP,48MP,MediaTek Helio,7493,6.5 inches,291872,103775,7521,1036,3630,2022
Apple,iPhone 65GB,174,12,12MP,48MP,Exynos,7214,7.0 inches,294366,104663,7586,1045,3660,2020
Apple,iPhone 53GB,174,6,12MP,48MP,Exynos,5222,10.4 inches,259171,92149,6679,919,3224,2020
Apple,iPhone 96GB,174,16,12MP,48MP,Kirin,7760,6.1 inches,268214,95364,6912,951,3335,2021
Apple,iPhone 9GB,174,16,12MP,48MP,Kirin,4847,7.0 inches,305185,108509,7865,1082,3796,2021
Apple,Pad 38GB,510,6,8MP,13MP,Apple A12,5349,7.8 inches,78098,42357,2910,369,1322,2025
Apple,iPhone 62GB,174,4,12MP,48MP,Google Tensor,3356,6.1 inches,300708,106917,7749,1067,3740,2021
Apple,iPhone 82GB,174,6,12MP,48MP,Kirin,4283,7.0 inches,312867,111239,8062,1110,3890,2022
Apple,Find 88GB,239,6,32MP,48MP + 64MP + 48MP,Apple A18,3085,7.0 inches,429240,228927,14306,2000,7438,2020
Apple,iPhone 51GB,174,12,12MP,48MP,Exynos,7059,7.0 inches,312832,111228,8062,1110,3890,2025
Apple,iPhone 39GB,174,16,12MP,48MP,Qualcomm MSM8916,3309,7.8 inches,282028,100275,7268,1001,3507,2020
Apple,iPhone 74GB,174,8,12MP,48MP,Snapdragon,7349,6.1 inches,332179,118107,8560,1179,4131,2020
Apple,iPhone 39GB,174,8,12MP,48MP,MediaTek Helio,6072,12.9 inches,312591,111142,8056,1108,3888,2021
Apple,iPhone 78GB,174,6,12MP,48MP,Snapdragon,4824,10.4 inches,287028,102052,7397,1019,3569,2021
Apple,Find 6GB,239,16,32MP,48MP + 64MP + 48MP,Apple A14,4855,10.4 inches,442936,236232,14762,2064,7675,2022
Apple,iPhone 83GB,174,8,12MP,48MP,Dimensity,7595,7.0 inches,296784,105522,7647,1053,3692,2020
Apple,Pad 59GB,510,4,8MP,13MP,Apple A17 pro,3049,6.1 inches,80783,43813,3010,380,1367,2022
Apple,iPhone 47GB,174,12,12MP,48MP,Apple A12 Z,6765,12.9 inches,317155,112764,8173,1125,3944,2025
Apple,iPhone 43GB,174,8,12MP,48MP,Exynos,7764,12.9 inches,254619,90530,6562,903,3166,2025
Apple,iPhone 25GB,174,16,12MP,48MP,Unisoc,3283,6.1 inches,282460,100428,7280,1002,3512,2020
Apple,iPhone 32GB,174,4,12MP,48MP,Dimensity,7937,6.5 inches,286669,101926,7387,1017,3565,2022
Apple,iPhone 59GB,174,16,12MP,48MP,MediaTek Dimensity,6757,6.7 inches,293692,104422,7568,1042,3653,2021
Apple,iPhone 8GB,174,8,12MP,48MP,Spreadtrum,3493,6.5 inches,329420,117126,8490,1168,4097,2020
Apple,iPhone 40GB,174,12,12MP,48MP,Kirin,6697,7.0 inches,330781,117609,8524,1173,4114,2022
Apple,iPhone 63GB,174,8,12MP,48MP,Unisoc,6769,6.1 inches,275039,97791,7087,976,3420,2024
Apple,iPhone 23GB,174,4,12MP,48MP,MediaTek Dimensity,3276,7.8 inches,321328,114249,8281,1140,3996,2021
Apple,iPhone 97GB,174,4,12MP,48MP,Snapdragon,4236,7.8 inches,255435,90820,6583,906,3177,2020
Apple,iPhone 67GB,174,4,12MP,48MP,Google Tensor,5942,10.4 inches,262694,93401,6770,932,3266,2020
Apple,iPhone 34GB,174,4,12MP,48MP,Spreadtrum,6611,6.7 inches,263270,93606,6784,934,3274,2025
Apple,iPhone 49GB,174,16,12MP,48MP,Google Tensor,3192,6.1 inches,318188,113132,8200,1129,3957,2025
Apple,Find 73GB,239,4,32MP,48MP + 64MP + 48MP,Apple A12 Z,3504,10.4 inches,388254,207067,12940,1809,6727,2020
Apple,iPhone 76GB,174,4,12MP,48MP,Exynos,5339,12.9 inches,296497,105420,7641,1051,3688,2023
Apple,iPhone 4GB,174,8,12MP,48MP,Qualcomm Snapdragon,5890,6.5 inches,330167,117391,8508,1171,4106,2022
Apple,iPhone 62GB,174,4,12MP,48MP,Google Tensor,3670,7.0 inches,316436,112509,8154,1123,3936,2021
Apple,iPhone 58GB,174,12,12MP,48MP,Spreadtrum,6792,6.7 inches,266808,94863,6875,946,3318,2024
Apple,iPhone 62GB,174,4,12MP,48MP,Qualcomm MSM8916,3383,10.4 inches,295415,105036,7612,1047,3673,2025
Apple,iPhone 74GB,174,16,12MP,48MP,Kirin,3974,12.9 inches,289121,102797,7451,1025,3595,2023
Apple,iPhone 84GB,174,6,12MP,48MP,Kirin,6940,7.0 inches,261839,93096,6748,929,3256,2023
Apple,iPhone 6GB,174,4,12MP,48MP,MediaTek,5103,10.4 inches,293744,104440,7569,1042,3653,2022
Apple,iPhone 12GB,174,8,12MP,48MP,MediaTek Helio,3956,12.9 inches,319407,113565,8231,1133,3972,2022
Apple,iPhone 74GB,174,16,12MP,48MP,Kirin,5258,12.9 inches,330154,117387,8508,1171,4106,2022
Apple,iPhone 82GB,174,8,12MP,48MP,Qualcomm Snapdragon,5324,7.0 inches,253396,90095,6529,899,3151,2024
Apple,iPhone 56GB,174,6,12MP,48MP,Google Tensor,7108,7.8 inches,298868,106263,7702,1060,3716,2021
Apple,iPhone 54GB,174,6,12MP,48MP,Kirin,4610,7.0 inches,253185,90019,6524,898,3148,2022
Apple,iPhone 50GB,174,12,12MP,48MP,Google Tensor,5617,6.5 inches,289786,103034,7468,1028,3604,2022
Apple,iPhone 52GB,174,16,12MP,48MP,Dimensity,6155,6.7 inches,315251,112087,8125,1119,3920,2024
Apple,iPhone 11GB,174,16,12MP,48MP,Qualcomm MSM8916,3861,7.0 inches,271128,96400,6987,962,3372,2021
Apple,iPhone 13GB,174,16,12MP,48MP,MediaTek Dimensity,3848,6.1 inches,293389,104314,7560,1041,3649,2024
Apple,iPhone 92GB,174,16,12MP,48MP,Qualcomm Snapdragon,4757,6.7 inches,291687,103710,7516,1034,3628,2023
Apple,iPhone 22GB,174,16,12MP,48MP,Qualcomm MSM8916,5294,10.4 inches,317562,112910,8183,1127,3949,2020
Apple,iPhone 3GB,174,8,12MP,48MP,Spreadtrum,3826,12.9 inches,318464,113231,8206,1129,3961,2024
Apple,iPhone 59GB,174,16,12MP,48MP,MediaTek Helio,4520,7.0 inches,310265,110315,7996,1101,3859,2020
Apple,iPhone 82GB,174,4,12MP,48MP,Qualcomm Snapdragon,6357,12.9 inches,316141,112404,8147,1121,3932,2024
Apple,iPhone 9GB,174,12,12MP,48MP,Google Tensor,4504,7.8 inches,328911,116945,8476,1167,4091,2025
Apple,iPhone 12GB,174,4,12MP,48MP,Qualcomm Snapdragon,6303,6.5 inches,253496,90130,6532,899,3152,2025
Apple,iPhone 6GB,174,6,12MP,48MP,Spreadtrum,7709,7.8 inches,321179,114195,8277,1140,3994,2024
Apple,iPhone 37GB,174,8,12MP,48MP,MediaTek,6797,6.5 inches,273335,97184,7044,969,3399,2020
Apple,iPhone 56GB,174,8,12MP,48MP,Qualcomm Snapdragon,7891,6.1 inches,278755,99112,7183,989,3467,2021
Apple,iPhone 14GB,174,16,12MP,48MP,Kirin,3536,12.9 inches,265242,94307,6835,941,3299,2021
Apple,iPhone 73GB,174,6,12MP,48MP,MediaTek Helio,3915,6.5 inches,327980,116613,8452,1163,4079,2022
Apple,iPhone 52GB,174,4,12MP,48MP,Snapdragon,3983,6.1 inches,296595,105454,7644,1053,3689,2021
Apple,iPhone 67GB,174,6,12MP,48MP,Google Tensor,5185,6.1 inches,249571,88735,6431,885,3104,2023
Apple,iPhone 61GB,174,16,12MP,48MP,MediaTek,3731,6.5 inches,271408,96500,6994,963,3376,2025
Apple,iPhone 4GB,174,4,12MP,48MP,Google Tensor,7621,10.4 inches,268277,95386,6913,951,3337,2024
Apple,iPhone 48GB,174,12,12MP,48MP,Spreadtrum,4895,7.8 inches,281394,100050,7251,998,3499,2024
Apple,iPhone 74GB,174,6,12MP,48MP,Dimensity,5780,12.9 inches,287575,102247,7411,1020,3576,2023
Apple,iPhone 15GB,174,6,12MP,48MP,Qualcomm MSM8916,3607,6.1 inches,327736,116526,8446,1163,4076,2024
Apple,iPhone 97GB,174,6,12MP,48MP,Exynos,3840,12.9 inches,303269,107828,7815,1076,3772,2021
Apple,iPhone 42GB,174,6,12MP,48MP,MediaTek,6066,6.7 inches,249473,88700,6429,885,3103,2020
Apple,Pad 47GB,510,12,8MP,13MP,Apple A16,3925,12.9 inches,82507,44748,3074,390,1396,2025
Apple,iPhone 73GB,174,8,12MP,48MP,Kirin,6406,6.1 inches,307686,109398,7930,1092,3827,2023
Apple,iPhone 5GB,174,12,12MP,48MP,Apple A12,4878,10.4 inches,280255,99645,7222,994,3485,2022
Apple,iPhone 35GB,174,4,12MP,48MP,Dimensity,4876,7.8 inches,335072,119135,8635,1189,4167,2022
Apple,iPhone 1GB,174,8,12MP,48MP,MediaTek Helio,3886,7.8 inches,301553,107217,7771,1069,3750,2023
Apple,iPhone 95GB,174,4,12MP,48MP,Qualcomm Snapdragon,7042,7.0 inches,305844,108743,7881,1085,3803,2020
Apple,Pad 60GB,510,6,8MP,13MP,Apple A11,7903,6.1 inches,80406,43608,2996,379,1361,2024
Apple,iPhone 58GB,174,12,12MP,48MP,MediaTek Dimensity,7131,7.8 inches,312403,111075,8050,1108,3885,2023
Apple,iPhone 95GB,174,12,12MP,48MP,Dimensity,3911,6.1 inches,322093,114520,8300,1142,4006,2024
Apple,iPhone 72GB,174,6,12MP,48MP,Spreadtrum,3857,6.7 inches,274779,97697,7081,975,3417,2021
Apple,iPhone 11GB,174,6,12MP,48MP,Spreadtrum,7506,6.7 inches,294534,104722,7590,1045,3663,2025
Apple,iPhone 42GB,174,12,12MP,48MP,Qualcomm MSM8916,7423,6.7 inches,312699,111181,8058,1110,3889,2023
Apple,iPhone 47GB,174,16,12MP,48MP,Apple A12,3243,6.5 inches,288583,102606,7437,1024,3589,2025
Apple,Pad 22GB,510,4,8MP,13MP,Apple A18,6793,6.1 inches,69347,37611,2584,327,1173,2020
Apple,iPhone 17GB,174,12,12MP,48MP,Kirin,7522,10.4 inches,267481,95104,6893,949,3326,2021
Apple,iPhone 73GB,174,16,12MP,48MP,MediaTek,7386,7.8 inches,274550,97617,7075,973,3415,2022
Apple,iPhone 37GB,174,4,12MP,48MP,MediaTek Dimensity,6622,10.4 inches,289858,103058,7469,1028,3604,2021
Apple,iPhone 38GB,174,16,12MP,48MP,Dimensity,4209,6.1 inches,252866,89906,6516,897,3144,2023
Apple,iPhone 82GB,174,12,12MP,48MP,Snapdragon,7976,6.5 inches,254599,90522,6561,903,3166,2024
Apple,iPhone 42GB,174,4,12MP,48MP,Spreadtrum,6256,7.8 inches,332683,118285,8573,1180,4137,2022
Apple,iPhone 96GB,174,12,12MP,48MP,MediaTek Helio,7274,12.9 inches,298781,106232,7699,1060,3716,2020
Apple,iPhone 84GB,174,12,12MP,48MP,Exynos,4714,7.8 inches,254867,90617,6567,904,3169,2022
Apple,iPhone 27GB,174,4,12MP,48MP,MediaTek Helio,7563,7.0 inches,250572,89091,6457,889,3116,2020
Apple,Find 67GB,239,6,32MP,48MP + 64MP + 48MP,Apple A13,3903,10.4 inches,388875,207399,12961,1812,6739,2025
Apple,iPhone 45GB,174,12,12MP,48MP,Spreadtrum,4462,12.9 inches,325807,115841,8396,1155,4052,2025
Apple,Find 9GB,239,16,32MP,48MP + 64MP + 48MP,Apple A17 pro,5156,6.1 inches,417496,222664,13915,1946,7234,2024
Apple,iPhone 64GB,174,4,12MP,48MP,Qualcomm MSM8916,4907,7.8 inches,270877,96310,6981,960,3369,2024
Apple,Find 34GB,239,12,32MP,48MP + 64MP + 48MP,Apple A18,4462,6.5 inches,382509,204003,12749,1783,6628,2021
Apple,iPhone 64GB,174,16,12MP,48MP,Google Tensor,4174,7.8 inches,281437,100064,7252,998,3500,2025
Apple,iPhone 84GB,174,16,12MP,48MP,Qualcomm MSM8916,4850,7.0 inches,294551,104728,7590,1045,3663,2022
